sequence_id,sequence_length,gap_count,gap_fraction,mean_pairwise_distance,entropy_contribution,distance_to_consensus,gene_id
Ralba.chr_RHYNC_Chr13_000636,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rbreviuscula.hap1.chr_RHYNC_Chr1_h1_000780,136,0,0.0,0.020575171140829424,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rbreviuscula.hap1.chr_RHYNC_Chr1_h1_005805,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rbreviuscula.hap1.chr_RHYNC_Chr2_h1_005773,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rbreviuscula.hap1.chr_RHYNC_Chr2_h1_002986,136,0,0.0,0.020575171140829424,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rbreviuscula.hap1.chr_RHYNC_Chr3_h1_005432,136,0,0.0,0.020575171140829424,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rbreviuscula.hap1.chr_RHYNC_Chr3_h1_005096,133,3,0.022058823529411766,0.07317275745639926,0.4927578070047542,0.08270676691729323,OG0000103_H3
Rbreviuscula.hap1.chr_RHYNC_Chr3_h1_003144,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rbreviuscula.hap1.chr_RHYNC_Chr3_h1_003103,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rbreviuscula.hap1.chr_RHYNC_Chr4_h1_000081,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rbreviuscula.hap2.chr_RHYNC_Chr1_h2_005784,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rbreviuscula.hap2.chr_RHYNC_Chr2_h2_005848,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rbreviuscula.hap2.chr_RHYNC_Chr2_h2_003083,136,0,0.0,0.020575171140829424,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rbreviuscula.hap2.chr_RHYNC_Chr3_h2_005411,136,0,0.0,0.020575171140829424,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rbreviuscula.hap2.chr_RHYNC_Chr3_h2_005094,136,0,0.0,0.020575171140829424,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rbreviuscula.hap2.chr_RHYNC_Chr3_h2_003124,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rbreviuscula.hap2.chr_RHYNC_Chr3_h2_003081,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rbreviuscula.hap2.chr_RHYNC_Chr4_h2_000065,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcephalotes.hap1.chr_RHYNC_chr1_h1_004359,136,0,0.0,0.04113289950673814,0.26951561231200394,0.029411764705882353,OG0000103_H3
Rcephalotes.hap1.chr_RHYNC_chr1_h1_002272,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcephalotes.hap1.chr_RHYNC_chr1_h1_002096,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcephalotes.hap1.chr_RHYNC_chr3_h1_002342,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcephalotes.hap1.chr_RHYNC_chr3_h1_002340,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcephalotes.hap1.chr_RHYNC_chr4_h1_001465,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcephalotes.hap1.chr_RHYNC_chr6_h1_001545,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rcephalotes.hap1.chr_RHYNC_chr7_h1_000530,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rcephalotes.hap1.chr_RHYNC_chr7_h1_000788,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rcephalotes.hap1.chr_RHYNC_chr8_h1_001691,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcephalotes.hap1.chr_RHYNC_chr8_h1_001610,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcephalotes.hap2.chr_RHYNC_chr1_h2_002326,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcephalotes.hap2.chr_RHYNC_chr1_h2_002145,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcephalotes.hap2.chr_RHYNC_chr3_h2_002369,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcephalotes.hap2.chr_RHYNC_chr3_h2_002368,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcephalotes.hap2.chr_RHYNC_chr4_h2_001458,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcephalotes.hap2.chr_RHYNC_chr6_h2_001477,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rcephalotes.hap2.chr_RHYNC_chr7_h2_000550,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rcephalotes.hap2.chr_RHYNC_chr7_h2_000819,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rcephalotes.hap2.chr_RHYNC_chr8_h2_001707,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcephalotes.hap2.chr_RHYNC_chr8_h2_001628,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcolorata.hap1.chr_RHYNC_Chr2_h1_005992,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcolorata.hap1.chr_RHYNC_Chr2_h1_003024,136,0,0.0,0.020575171140829424,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rcolorata.hap1.chr_RHYNC_Chr3_h1_005521,136,0,0.0,0.020575171140829424,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rcolorata.hap1.chr_RHYNC_Chr3_h1_005169,130,6,0.04411764705882353,0.14400633089838633,1.0663089274486857,0.15384615384615385,OG0000103_H3
Rcolorata.hap1.chr_RHYNC_Chr3_h1_003125,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcolorata.hap1.chr_RHYNC_Chr3_h1_003074,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcolorata.hap1.chr_RHYNC_Chr4_h1_000065,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcolorata.hap2.chr_RHYNC_Chr1_h2_006107,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcolorata.hap2.chr_RHYNC_Chr2_h2_005901,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcolorata.hap2.chr_RHYNC_Chr2_h2_003020,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rcolorata.hap2.chr_RHYNC_Chr3_h2_005549,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rcolorata.hap2.chr_RHYNC_Chr3_h2_005198,119,17,0.125,0.06485825415795134,0.4082112287445922,0.07563025210084033,OG0000103_H3
Rcolorata.hap2.chr_RHYNC_Chr3_h2_003147,136,0,0.0,0.016643038049436298,0.07821625958100793,0.007352941176470588,OG0000103_H3
Rcolorata.hap2.chr_RHYNC_Chr3_h2_003104,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rcolorata.hap2.chr_RHYNC_Chr4_h2_000065,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_1_a1_000077,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_1_a1_003090,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_1_a1_003149,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_1_a1_005190,136,0,0.0,0.020575171140829424,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_1_a1_005590,136,0,0.0,0.020575171140829424,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_3_b1_000069,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_3_b1_002979,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_3_b1_003026,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_3_b1_005147,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_3_b1_005537,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_5_c1_000078,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_5_c1_003122,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_5_c1_005180,136,0,0.0,0.020575171140829424,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_7_a1_003029,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_8_c1_003069,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_11_b1_003006,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_13_a1_006896,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_15_b1_006408,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap1.chr_RHYNC_scaffold_17_c1_005747,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_2_a2_000082,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_2_a2_003170,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_2_a2_003217,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_2_a2_005291,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_2_a2_005699,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_4_b2_003035,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_4_b2_003090,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_4_b2_008535,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_4_b2_005520,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_6_c2_000075,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_6_c2_003019,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_6_c2_003067,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_6_c2_006895,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_6_c2_005343,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_9_c2_003113,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_10_a2_002952,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_12_b2_003097,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_14_a2_006358,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_14_a2_006357,136,0,0.0,0.03374304940597754,0.1882469849827358,0.022058823529411766,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_14_a2_006356,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_16_b2_002700,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_16_b2_002701,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_16_b2_002702,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_austrobrasiliensis_6344D.hic.hap2.chr_RHYNC_scaffold_18_c2_006484,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr_RHYNC_Chr1_h1_002629,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr_RHYNC_Chr2_h1_000064,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr_RHYNC_Chr2_h1_002936,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr_RHYNC_Chr3_h1_000084,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr_RHYNC_Chr5_h1_000077,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr_RHYNC_Chr5_h1_000141,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr_RHYNC_Chr5_h1_002236,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr_RHYNC_Chr5_h1_002593,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_ciliata_6041A.hic.hap2.out_JBAT.FINAL.chr_RHYNC_Chr1_h2_002569,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_ciliata_6041A.hic.hap2.out_JBAT.FINAL.chr_RHYNC_Chr2_h2_000067,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_ciliata_6041A.hic.hap2.out_JBAT.FINAL.chr_RHYNC_Chr2_h2_002981,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_ciliata_6041A.hic.hap2.out_JBAT.FINAL.chr_RHYNC_Chr3_h2_000113,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_ciliata_6041A.hic.hap2.out_JBAT.FINAL.chr_RHYNC_Chr5_h2_000085,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_ciliata_6041A.hic.hap2.out_JBAT.FINAL.chr_RHYNC_Chr5_h2_000130,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_ciliata_6041A.hic.hap2.out_JBAT.FINAL.chr_RHYNC_Chr5_h2_002153,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_ciliata_6041A.hic.hap2.out_JBAT.FINAL.chr_RHYNC_Chr5_h2_002510,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap1.chr_RHYNC_Chr2_h1_000437,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap1.chr_RHYNC_Chr3_h1_000248,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap1.chr_RHYNC_Chr5_h1_001288,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap1.chr_RHYNC_Chr6_h1_000546,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap1.chr_RHYNC_Chr6_h1_002182,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap1.chr_RHYNC_Chr8_h1_001838,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap1.chr_RHYNC_Chr8_h1_001810,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap1.chr_RHYNC_Chr8_h1_001599,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap1.chr_RHYNC_Chr9_h1_002072,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap2.chr_RHYNC_Chr2_h2_000434,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap2.chr_RHYNC_Chr3_h2_000266,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap2.chr_RHYNC_Chr5_h2_001282,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap2.chr_RHYNC_Chr6_h2_000567,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap2.chr_RHYNC_Chr6_h2_002186,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap2.chr_RHYNC_Chr8_h2_001840,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap2.chr_RHYNC_Chr8_h2_001811,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap2.chr_RHYNC_Chr8_h2_001595,136,0,0.0,0.02057517114082942,0.046356108691019644,0.029411764705882353,OG0000103_H3
Rhync_corymbosa_6179D.asm.hic.FINAL.hap2.chr_RHYNC_Chr9_h2_002081,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
Rhync_filiformis_5519G.hap1.chr_RFIL_scaffold_1_005587,136,0,0.0,0.011892730932903429,0.02052883273582868,0.0,OG0000103_H3
